player_fifa_api_id,player_name,height,weight,aggression,interceptions,vision,long_passing,jumping,heading_accuracy,overall_rating,preferred_foot,ball_control,balance,strength,stamina,MAX(p.date)
148601,"Davide Dias,23",177.8,159,51,30,60,55,54,49,67,right,69,68,63,69,2011-02-22 00:00:00
148621,Moussa Kalisse,175.26,154,54,26,58,44,53,40,63,right,65,77,67,61,2012-02-22 00:00:00
148622,Danny Koevermans,190.5,174,62,29,55,32,55,79,68,right,65,34,84,52,2014-02-07 00:00:00
148624,Evgeny Levchenko,187.96,170,61,61,68,60,64,63,62,left,64,61,67,66,2012-02-22 00:00:00
148625,David Mendes,185.42,170,50,71,74,64,72,66,69,right,74,55,76,81,2014-02-07 00:00:00
148627,Mustapha Riga,177.8,165,59,44,75,45,60,48,71,right,74,64,58,69,2010-08-30 00:00:00
148632,Danny Schenkel,193.04,187,72,64,65,55,72,71,64,right,45,66,72,71,2010-08-30 00:00:00
148634,Brian Vandenbussche,195.58,203,39,15,47,34,67,14,67,left,25,30,67,38,2015-09-21 00:00:00
148635,Davy de Fauw,185.42,152,68,75,61,72,68,64,69,right,68,62,62,81,2016-02-11 00:00:00
148636,Edwin van Bueren,177.8,172,65,71,,57,,60,63,right,57,,64,68,2010-02-22 00:00:00
148638,Ricky van den Bergh,175.26,170,89,19,62,67,59,45,65,right,66,67,64,60,2010-08-30 00:00:00
148645,Marnix Kolder,190.5,187,59,25,64,66,81,73,65,left,66,49,82,64,2014-11-07 00:00:00
148673,Tom Hoegli,175.26,165,71,72,53,59,73,58,69,right,63,75,68,67,2016-05-26 00:00:00
148684,Ali Al-Habsi,193.04,174,40,22,29,25,74,16,68,right,17,53,64,41,2015-12-24 00:00:00
148706,Seyi Olofinjana,193.04,163,77,66,48,66,56,69,66,right,65,49,82,61,2015-01-23 00:00:00
148711,Luisao,193.04,203,84,81,48,60,59,84,79,right,66,32,90,43,2016-04-07 00:00:00
148720,Henning Hauger,177.8,170,74,75,58,66,80,45,69,right,72,72,77,75,2016-03-31 00:00:00
148741,Pa Modou Kah,185.42,174,75,68,25,61,69,68,67,right,60,49,80,59,2016-05-26 00:00:00
148751,Jaroslaw Bieniuk,193.04,183,72,72,42,59,47,74,66,right,49,62,82,60,2013-09-20 00:00:00
148756,Dariusz Dudka,182.88,185,79,70,62,65,71,63,65,right,62,59,76,59,2016-04-28 00:00:00
148758,Bartlomiej Konieczny,193.04,203,64,67,43,42,34,65,64,left,37,33,92,64,2016-02-11 00:00:00
148761,Dawid Kucharski,182.88,176,73,66,51,52,66,61,63,right,55,62,61,72,2010-08-30 00:00:00
148762,"Bartosz Lawa,25",175.26,150,58,62,64,66,60,34,63,left,61,69,60,70,2013-10-04 00:00:00
148764,Maciej Mielcarz,198.12,209,44,21,25,24,54,25,62,right,32,43,85,35,2014-05-16 00:00:00
148765,Szymon Sawala,185.42,179,61,64,65,52,63,42,61,right,60,54,74,66,2015-01-16 00:00:00
148770,Gregorz Szamotulski,187.96,198,49,54,,74,,24,65,right,24,,76,52,2009-02-22 00:00:00
148771,Marek Zienczuk,182.88,165,62,44,71,69,59,52,64,left,68,67,64,32,2016-03-10 00:00:00
148803,Klaas Jan Huntelaar,185.42,183,65,27,61,44,77,85,81,right,75,62,77,68,2016-04-28 00:00:00
148808,Marcel Meeuwis,172.72,154,70,70,68,70,62,59,66,left,69,74,65,72,2013-07-12 00:00:00
148810,Darl Douglas,172.72,165,66,35,57,57,72,38,69,right,69,75,65,63,2012-02-22 00:00:00
148811,Tim Gilissen,175.26,168,62,62,64,66,74,46,65,left,66,75,63,72,2013-09-20 00:00:00
148814,Marc Hoecher,182.88,154,41,44,65,69,52,54,66,right,64,70,51,62,2013-09-20 00:00:00
148817,Mark Looms,193.04,161,71,64,57,56,55,65,64,left,61,47,70,69,2013-09-20 00:00:00
148818,Peter Reekers,182.88,168,63,62,58,57,64,59,62,right,53,69,73,65,2011-02-22 00:00:00
148820,Yuri Rose,187.96,187,74,42,68,59,46,72,63,right,67,50,86,62,2012-02-22 00:00:00
148822,Marnix Smit,185.42,176,63,56,,57,,57,63,right,66,,69,67,2008-08-30 00:00:00
148828,Brian van Loo,198.12,209,37,12,16,21,42,13,66,left,25,31,69,32,2013-05-24 00:00:00
148839,Paul Verhaegh,177.8,163,69,81,60,68,78,63,77,right,71,73,70,79,2015-10-23 00:00:00
148842,Remon de Vries,175.26,157,38,62,,68,,62,63,right,64,,69,72,2008-08-30 00:00:00
148853,Angelo Martha,185.42,181,54,51,,47,,62,59,left,43,,68,64,2008-08-30 00:00:00
148854,Ruben Schaken,172.72,163,66,33,62,51,62,47,72,right,71,77,71,65,2015-09-21 00:00:00
148859,Dominique van Dijk,182.88,165,38,63,,58,,38,63,right,72,,73,65,2008-08-30 00:00:00
148863,Tim Bakens,195.58,192,65,42,32,52,76,65,58,right,53,70,81,64,2011-02-22 00:00:00
148866,Sander Duits,182.88,172,81,66,70,62,45,66,67,left,64,48,75,80,2014-09-18 00:00:00
148872,Loic Loval-Landre,175.26,143,65,56,59,62,70,56,65,right,56,66,68,76,2015-07-03 00:00:00
148875,Jurgen Wevers,203.2,212,62,57,,71,,24,63,right,28,,77,62,2010-02-22 00:00:00
148878,Garry de Graef,170.18,146,73,73,63,51,62,48,62,left,64,61,56,68,2010-08-30 00:00:00
148890,Berry Powel,187.96,192,64,23,49,39,63,74,65,right,58,48,86,52,2014-03-07 00:00:00
148898,Koen van de Laak,182.88,161,67,41,68,62,67,65,66,right,68,67,69,72,2012-02-22 00:00:00
148960,Ruud Berger,187.96,174,60,61,,62,,67,65,right,67,,76,77,2010-02-22 00:00:00
148965,Barry Ditewig,190.5,198,39,44,,65,,35,62,right,27,,74,46,2010-02-22 00:00:00
148979,Samir El Gaaouiri,182.88,174,47,58,,58,,35,65,left,69,,63,71,2010-02-22 00:00:00
149008,Arturo ten Heuvel,180.34,176,69,64,,67,,57,60,left,56,,68,66,2009-08-30 00:00:00
149064,Cristian Molinaro,182.88,181,70,75,57,65,75,64,75,left,69,72,76,75,2016-04-21 00:00:00
149073,Gianluca Comotto,180.34,176,70,71,24,55,53,64,68,right,60,58,66,57,2015-09-21 00:00:00
149077,Reginaldo,175.26,159,69,48,64,56,67,48,71,right,75,83,69,76,2013-08-09 00:00:00
149085,Fabio Firmani,177.8,152,75,62,70,65,64,63,69,right,72,58,68,72,2010-08-30 00:00:00
149086,Jedaias Capucho Neves,175.26,163,50,30,69,50,84,72,72,right,81,77,47,65,2011-08-30 00:00:00
149094,Danny Guyt,185.42,170,59,64,60,58,67,56,61,left,64,43,73,68,2013-02-15 00:00:00
149097,Mitchell Pique,170.18,157,71,67,50,60,65,52,64,left,65,75,67,65,2013-02-15 00:00:00
149124,Csaba Feher,180.34,172,82,65,67,71,62,70,67,right,65,68,72,71,2011-02-22 00:00:00
149126,Joao Inacio Pia,177.8,150,55,30,66,43,68,44,62,right,64,66,62,70,2011-02-22 00:00:00
149129,Nicolas Andres Cordova,175.26,165,55,50,80,75,56,38,66,right,74,74,61,58,2012-02-22 00:00:00
149132,Alex Von Schwedler,182.88,168,53,43,44,70,86,75,63,right,55,56,74,56,2014-02-28 00:00:00
149136,Gennaro Delvecchio,190.5,185,72,60,66,60,79,72,64,right,74,36,79,55,2014-05-16 00:00:00
149137,Michele Fini,182.88,165,60,43,75,69,58,43,66,right,72,64,62,55,2011-02-22 00:00:00
149147,Guglielmo Stendardo,190.5,196,80,80,24,52,55,78,74,right,44,32,88,34,2016-02-04 00:00:00
149153,Paul Constantin Codrea,175.26,152,72,68,66,74,66,56,69,right,74,82,67,64,2012-02-22 00:00:00
149165,Marco Biagianti,180.34,163,76,69,68,69,53,48,68,right,69,52,63,75,2016-04-14 00:00:00
149174,Daniele De Vezze,172.72,154,72,58,68,73,54,47,67,right,73,63,63,74,2011-02-22 00:00:00
149184,Christian Maggio,182.88,174,73,67,58,74,91,77,75,right,78,67,78,79,2016-05-05 00:00:00
149185,Francesco Magnanelli,180.34,174,79,79,70,76,55,61,76,right,74,64,74,74,2016-05-05 00:00:00
149217,Giuseppe Mascara,175.26,146,51,30,68,67,53,54,66,right,72,82,46,39,2014-05-16 00:00:00
149218,Marco Rossi,177.8,168,76,72,64,75,68,62,73,right,76,72,68,65,2013-08-02 00:00:00
149224,Emanuele Calaio,177.8,165,68,15,53,45,81,77,73,left,71,77,70,75,2016-02-18 00:00:00
149231,Rodrigo Taddei,177.8,176,75,74,71,74,51,56,71,right,76,58,47,54,2015-12-10 00:00:00
149233,Davide Bombardini,182.88,172,60,50,72,61,67,49,65,left,70,70,68,70,2011-02-22 00:00:00
149241,Abderrazak Jadid,177.8,157,58,47,67,66,57,58,63,right,64,70,57,62,2015-09-25 00:00:00
149242,Francelino Matuzalem,177.8,163,84,65,73,81,69,51,73,left,77,79,68,69,2015-09-25 00:00:00
149247,Antonio Busce,182.88,172,66,58,70,58,62,53,63,right,63,60,70,68,2012-02-22 00:00:00
149249,Diomansy Kamara,180.34,170,55,35,67,48,74,68,73,right,75,79,66,63,2010-08-30 00:00:00
149263,Siqueira De Olivera Luciano,180.34,168,81,66,74,69,50,60,70,right,77,61,51,31,2013-07-05 00:00:00
149269,Alessandro Potenza,185.42,174,69,70,45,59,69,65,68,right,55,65,81,61,2014-06-06 00:00:00
149272,Viktor Boudianski,175.26,152,73,66,66,62,69,60,65,right,64,66,68,72,2010-08-30 00:00:00
149277,Francesco Scardina,180.34,172,70,66,45,44,73,55,63,left,40,71,75,53,2012-02-22 00:00:00
149290,Lorenzo Bucchi,185.42,183,23,14,40,17,65,12,57,right,23,55,58,28,2016-03-10 00:00:00
149306,Valeri Bojinov,180.34,159,62,25,54,51,70,65,68,left,74,72,76,68,2015-04-17 00:00:00
149309,Antonio Rosati,195.58,179,22,9,43,31,68,10,69,right,21,50,65,36,2015-12-03 00:00:00
149310,John Pantsil,177.8,150,81,72,57,64,74,65,71,right,70,59,79,82,2012-02-22 00:00:00
149315,Avi Strool,185.42,172,69,71,,66,,64,65,right,63,,71,59,2010-02-22 00:00:00
149407,Gil Vermouth,175.26,157,64,34,66,57,57,59,67,right,74,77,66,55,2012-08-31 00:00:00
149449,Daniele Corvia,180.34,179,66,22,53,39,88,70,70,right,70,62,79,72,2015-09-25 00:00:00
149568,Amauri,185.42,183,61,21,69,41,90,86,73,right,81,48,80,54,2016-02-04 00:00:00
149570,Marcos De Paula,185.42,176,59,29,50,38,69,65,62,right,68,61,75,61,2013-07-05 00:00:00
149571,Sergio Pellissier,175.26,168,45,24,69,44,66,60,72,right,79,78,54,55,2016-04-28 00:00:00
149572,Paolo Sammarco,182.88,165,60,64,65,72,70,58,68,right,70,66,68,68,2016-05-12 00:00:00
149598,Simone Dallamano,180.34,150,69,65,47,54,67,50,65,left,58,73,68,88,2013-02-15 00:00:00
149599,Alfonso De Lucia,185.42,185,31,20,41,34,68,13,66,right,30,44,62,50,2012-02-22 00:00:00
149612,Guilherme Do Prado,187.96,174,54,31,63,64,59,72,66,right,67,68,74,58,2015-07-31 00:00:00
149667,Kevin Doyle,182.88,179,71,45,62,47,80,69,68,right,68,66,65,73,2015-09-25 00:00:00
149791,Wesley Hoolahan,167.64,157,39,35,82,73,33,43,76,left,80,85,50,64,2016-05-12 00:00:00
149804,Keith Fahey,177.8,176,52,62,68,68,67,61,66,right,69,68,71,62,2015-07-31 00:00:00
149825,Daryl Murphy,187.96,181,76,43,58,55,75,80,73,left,72,62,87,71,2016-04-21 00:00:00
149852,Shlomi Arbeitman,182.88,176,29,24,62,59,61,71,65,left,64,52,73,57,2014-04-04 00:00:00
149866,Maor Melikson,175.26,154,27,31,79,66,68,52,73,right,74,72,38,50,2014-03-07 00:00:00
149923,Laryea Kingston,177.8,159,71,29,76,67,56,46,72,right,74,72,71,69,2010-08-30 00:00:00
149954,Gil Blumenshtein,177.8,170,66,72,63,65,64,62,71,right,74,70,73,80,2016-05-26 00:00:00
149975,Dekel Keinan,185.42,163,72,65,52,58,65,72,65,right,51,61,68,76,2012-08-31 00:00:00
150009,Gal Alberman,177.8,157,77,72,,73,,61,71,right,72,,66,76,2010-02-22 00:00:00
150024,Ilija Ivic,185.42,174,55,50,40,53,61,60,54,right,57,58,73,64,2014-07-25 00:00:00
150026,Konstantinos Katsouranis,182.88,183,75,72,70,70,64,71,72,right,71,65,77,45,2015-07-03 00:00:00
150032,Nikos Liberopoulos,185.42,165,72,15,67,65,67,80,74,right,72,70,72,48,2012-02-22 00:00:00
150035,Vangelis Moras,193.04,172,76,80,46,60,72,76,74,right,53,32,74,54,2016-04-07 00:00:00
150176,Marcin Mieciel,185.42,168,63,30,42,55,49,69,62,right,65,62,71,36,2012-02-22 00:00:00
150189,Theofanis Gekas,177.8,168,70,32,55,69,66,81,74,right,68,65,69,49,2016-02-04 00:00:00
150229,Tamir Cohen,180.34,170,82,69,75,70,59,69,73,right,78,70,73,75,2010-08-30 00:00:00
150231,Roei Dayan,185.42,176,29,27,56,51,64,67,64,right,64,58,68,57,2013-03-22 00:00:00
150249,Michalis Sifakis,185.42,174,34,20,37,34,70,15,69,right,17,29,71,21,2015-11-19 00:00:00
150263,Angelos Basinas,177.8,165,76,74,75,67,63,66,71,right,77,77,77,76,2010-08-30 00:00:00
150266,Dimitrios Papadopoulos,177.8,165,71,41,56,52,60,67,70,right,61,64,69,49,2014-12-19 00:00:00
150267,Alexandros Tzorvas,187.96,176,29,25,25,26,66,25,71,right,22,39,66,25,2013-12-27 00:00:00
150278,Jaroslav Drobny,193.04,198,23,14,28,33,52,12,76,right,22,35,69,28,2015-09-21 00:00:00
150288,Evangelos Mantzios,190.5,179,56,10,58,62,77,77,72,right,73,69,72,70,2011-02-22 00:00:00
150340,Tomasz Bandrowski,177.8,143,66,67,70,65,62,63,64,right,55,80,65,63,2014-09-19 00:00:00
150360,Tamas Hajnal,167.64,148,59,32,75,72,65,42,69,right,73,81,46,52,2015-03-20 00:00:00
150368,Christian Pander,185.42,176,78,72,56,75,68,69,73,left,76,64,75,65,2015-05-22 00:00:00
150374,Charles Takyi,177.8,161,49,33,62,63,70,46,64,right,63,76,60,61,2014-05-02 00:00:00
150389,Benedikt Pliquett,198.12,209,37,25,25,24,60,38,63,right,33,27,83,26,2014-09-18 00:00:00
150409,Hermanni Vuorinen,193.04,196,62,30,51,44,57,72,62,right,52,72,83,56,2011-02-22 00:00:00
150414,Heiko Butscher,187.96,194,70,62,51,61,54,71,65,left,51,38,82,56,2015-05-15 00:00:00
150415,Marco Caligiuri,180.34,165,73,71,67,71,84,68,71,right,68,70,72,74,2016-05-05 00:00:00
150417,Michael Fink,180.34,176,51,69,63,66,67,63,66,right,67,71,73,66,2015-03-13 00:00:00
150418,Mario Gomez,187.96,194,72,20,62,50,76,83,81,right,75,55,86,69,2016-04-21 00:00:00
150425,Florian Lechner,177.8,172,67,64,45,67,59,66,63,right,62,70,68,68,2012-08-31 00:00:00
150426,Felix Luz,185.42,172,70,34,48,29,62,72,63,right,57,52,77,60,2012-02-22 00:00:00
150441,Kamil Kurowski,172.72,154,33,65,72,69,75,66,72,left,77,74,68,79,2016-04-07 00:00:00
150443,Thierry Debes,185.42,159,50,20,31,22,67,9,70,right,22,31,54,41,2012-02-22 00:00:00
150447,Louis Poggi,172.72,148,76,62,67,64,41,51,67,right,68,74,67,80,2016-03-17 00:00:00
150451,Henri Bienvenu Ntsama,180.34,165,53,40,54,52,85,68,66,right,65,59,63,72,2015-09-21 00:00:00
150468,Benoit Lesoimier,172.72,148,48,52,69,64,38,48,67,right,66,80,61,75,2015-04-10 00:00:00
150471,Vincent Plante,190.5,187,40,23,41,21,55,11,59,right,13,31,62,35,2016-02-18 00:00:00
150472,Ronald Zubar,185.42,196,74,66,52,62,81,72,67,right,60,58,78,70,2016-04-07 00:00:00
150477,Romain Salin,185.42,172,45,26,58,23,71,16,75,left,13,45,63,38,2015-10-09 00:00:00
150490,Florian Fromlowitz,185.42,183,37,23,25,27,80,25,65,right,34,36,63,37,2014-02-14 00:00:00
150496,Dominik Kumbela,172.72,157,70,27,69,49,91,66,68,right,66,86,55,71,2016-01-14 00:00:00
150508,Joshua Kennedy,193.04,185,61,25,58,56,61,84,66,right,65,27,83,70,2015-01-16 00:00:00
150514,Marcel Ndjeng,180.34,159,61,65,66,70,80,56,68,right,72,72,65,73,2016-05-05 00:00:00
150515,Tobias Nickenig,190.5,201,74,71,47,41,62,66,66,right,52,50,80,62,2014-03-07 00:00:00
150516,Lukas Podolski,182.88,183,66,36,75,64,65,65,78,left,79,72,76,66,2016-05-19 00:00:00
150520,Filip Sebo,180.34,170,27,53,,46,,70,65,right,62,,72,59,2009-08-30 00:00:00
150525,Jose Paolo Guerrero,185.42,181,70,35,70,63,80,83,78,right,83,65,84,51,2015-07-24 00:00:00
150532,Patrick Ochs,177.8,157,80,74,65,72,80,67,74,right,72,73,69,75,2015-05-15 00:00:00
150550,Jeremy Gavanon,182.88,163,54,71,,65,,25,66,right,21,,53,39,2007-08-30 00:00:00
150564,Sebastien Puygrenier,187.96,201,78,70,49,55,80,77,73,right,56,46,87,71,2015-10-16 00:00:00
150565,Henri Bedimo,180.34,176,79,75,74,68,70,69,76,left,74,68,83,73,2016-03-31 00:00:00
150568,Jonathan Brison,177.8,161,72,64,70,68,67,67,70,left,71,72,68,70,2016-01-14 00:00:00
150590,Christophe Jallet,177.8,143,77,75,75,77,77,71,78,right,77,74,73,83,2016-04-14 00:00:00
150594,Jeremy Perbet,182.88,172,46,24,54,42,68,77,72,right,61,61,72,62,2016-03-24 00:00:00
150645,Kanga Akale,177.8,152,38,26,54,42,57,56,67,left,65,60,52,68,2013-03-22 00:00:00
150647,Nicolas Plestan,182.88,168,76,66,57,65,71,73,71,left,56,72,74,64,2011-02-22 00:00:00
150650,Matias Vitkieviez,177.8,163,65,29,53,57,62,58,65,right,68,72,58,72,2015-05-29 00:00:00
150655,Gilles Yapi,170.18,139,61,79,82,73,78,48,74,right,75,80,71,79,2016-03-03 00:00:00
150656,Rio Mavuba,172.72,163,78,81,73,75,78,66,79,right,74,80,70,86,2015-09-21 00:00:00
150657,Sekou Baradji,185.42,170,71,70,50,48,82,50,61,left,56,60,80,76,2016-04-07 00:00:00
150668,Nicolas Godemeche,182.88,176,67,71,61,62,56,62,63,right,64,58,70,61,2015-04-10 00:00:00
150675,Jeremy Berthod,180.34,163,75,64,51,66,74,68,67,left,65,58,74,67,2015-01-30 00:00:00
150676,Gael Genevier,175.26,157,66,60,68,66,70,58,64,right,66,85,65,70,2014-07-18 00:00:00
150677,Romain Sartre,185.42,185,69,61,52,57,62,67,63,right,55,50,72,60,2015-02-13 00:00:00
150680,Jacques Abardonado,182.88,174,70,66,38,30,72,74,67,right,57,69,72,65,2011-02-22 00:00:00
150724,Joe Hart,195.58,201,28,25,42,35,72,10,84,right,20,32,61,28,2016-01-28 00:00:00
150746,Dudley Campbell,177.8,159,63,30,58,56,73,66,69,right,64,72,60,67,2014-05-23 00:00:00
150810,Samuel Ricketts,185.42,170,77,70,55,59,77,73,70,right,64,57,79,68,2016-04-07 00:00:00
150881,Antti Okkonen,177.8,163,53,63,,59,,54,60,right,65,,62,71,2008-08-30 00:00:00
150891,Alexei Jr Eremenko,180.34,174,66,32,71,68,55,58,69,right,74,62,72,50,2015-02-13 00:00:00
150898,Juho Maekelae,190.5,181,43,21,48,42,69,66,61,right,52,48,75,52,2014-02-07 00:00:00
150922,Toni Lehtinen,182.88,172,41,44,,41,,66,59,right,51,,67,54,2010-02-22 00:00:00
150949,Roni Porokara,182.88,183,52,21,60,57,65,52,64,right,64,61,72,69,2013-02-15 00:00:00
151168,Simon King,182.88,174,51,60,29,47,66,61,57,left,51,53,66,61,2013-03-22 00:00:00
151184,Matt Duke,190.5,185,40,24,25,34,52,25,60,right,21,56,77,38,2015-04-17 00:00:00
151225,Danny Collins,182.88,170,70,63,46,64,80,66,63,left,54,64,72,34,2015-12-24 00:00:00
151473,Akpo Sodje,187.96,176,72,25,51,45,77,66,59,right,55,56,83,60,2014-04-04 00:00:00
151508,Steven Davis,172.72,159,74,67,75,77,82,53,76,right,77,76,67,86,2016-03-10 00:00:00
151515,Kris Stadsgaard,185.42,170,69,67,42,65,62,65,66,right,59,53,80,54,2016-05-05 00:00:00
151816,Ludwig van Nieuwenhuyze,185.42,176,73,71,67,64,58,64,66,right,61,73,75,79,2011-02-22 00:00:00
151871,Anthony Portier,182.88,181,72,57,52,49,77,64,63,right,55,61,72,76,2013-03-04 00:00:00
151885,Wouter Biebauw,187.96,181,29,19,43,12,57,11,68,right,34,30,76,28,2015-09-21 00:00:00
151891,Martijn Monteyne,175.26,172,70,64,52,58,65,59,64,right,58,67,66,72,2015-09-21 00:00:00
151896,Jurgen Sierens,190.5,196,28,64,,53,,25,64,right,27,,76,49,2010-02-22 00:00:00
151971,Gregoire Neels,185.42,161,55,63,,50,,54,56,right,55,,50,67,2008-08-30 00:00:00
151976,David Vandenbroeck,187.96,187,66,70,43,55,56,68,66,right,53,43,78,60,2015-09-21 00:00:00
152018,Frederic Dupre,182.88,172,73,62,,56,,65,64,right,63,,68,69,2010-02-22 00:00:00
152022,Stijn Meert,177.8,154,74,53,70,62,64,54,65,left,62,62,60,75,2010-08-30 00:00:00
152024,Stijn Minne,170.18,150,67,69,56,56,65,58,64,right,56,83,56,66,2012-02-22 00:00:00
152027,Brecht Verbrugghe,182.88,165,77,58,,58,,65,63,right,52,,65,70,2009-08-30 00:00:00
152039,Daniel Agger,190.5,185,77,77,65,69,66,78,77,left,69,47,76,63,2016-06-16 00:00:00
152046,Mads Junker,182.88,168,42,24,73,58,54,70,68,right,70,61,70,69,2013-12-13 00:00:00
152065,Simon Poulsen,182.88,168,74,69,57,55,85,66,72,left,71,63,72,82,2016-03-03 00:00:00
152139,Hans-Peter Berger,177.8,176,33,21,35,11,74,12,65,right,21,43,32,36,2011-08-30 00:00:00
152148,Sanel Kuljic,177.8,161,58,26,70,50,68,68,62,right,62,65,63,34,2012-02-22 00:00:00
152211,Ramazan Oezcan,187.96,185,32,22,32,26,71,14,73,left,14,36,72,36,2016-01-07 00:00:00
152265,Andreas Lasnik,182.88,163,71,45,67,74,64,54,67,left,66,64,68,69,2012-08-31 00:00:00
152317,Henri Munyaneza,185.42,183,33,45,,37,,60,63,left,60,,73,70,2009-02-22 00:00:00
152356,Koen Persoons,177.8,165,76,74,71,66,76,66,69,right,72,73,68,73,2016-04-14 00:00:00
152371,Kevin Geudens,185.42,148,72,69,63,60,55,66,64,left,58,67,58,77,2014-09-18 00:00:00
152456,Scott Brown,187.96,192,27,24,25,25,64,12,65,right,23,46,56,28,2016-03-24 00:00:00
152469,Kelvin Davis,185.42,181,44,25,29,21,77,20,71,right,27,60,68,40,2016-03-17 00:00:00
152507,George Elokobi,180.34,212,70,58,58,49,71,62,62,left,41,63,95,60,2016-03-10 00:00:00
152514,Jason Puncheon,172.72,157,62,32,74,71,73,41,75,left,76,79,68,70,2016-05-05 00:00:00
152523,Scott Flinders,193.04,192,28,15,48,32,65,14,61,right,18,45,68,36,2016-02-18 00:00:00
152536,Bradley Johnson,177.8,150,88,68,70,74,81,76,72,left,74,73,79,81,2016-04-28 00:00:00
152552,Yves Makaba-Makalamby,198.12,212,45,15,35,34,66,15,63,right,26,24,91,51,2012-02-22 00:00:00
152554,Gael Clichy,175.26,143,55,77,59,69,70,70,79,left,76,75,66,82,2016-02-25 00:00:00
152555,David Bentley,175.26,150,53,38,71,72,48,53,73,right,75,78,63,67,2013-05-31 00:00:00
152567,Alexander Tettey,180.34,150,86,78,67,72,73,65,75,right,70,74,78,87,2016-04-07 00:00:00
152569,Alexander Mathisen,185.42,165,56,52,62,42,79,43,62,right,65,70,56,81,2016-02-04 00:00:00
152588,Robert Koren,175.26,165,61,58,67,67,77,58,68,right,72,75,63,51,2015-09-21 00:00:00
152603,Olivier Occean,185.42,190,71,40,62,34,80,74,69,right,63,60,90,75,2016-04-21 00:00:00
152618,Peter Kovacs,198.12,214,81,32,54,28,33,78,67,right,61,33,93,33,2016-01-07 00:00:00
152677,Craig Fagan,180.34,165,61,32,58,46,62,47,61,right,59,73,61,58,2013-11-15 00:00:00
152693,Steven Thomson,172.72,150,71,43,64,62,81,24,62,right,67,72,72,66,2012-02-22 00:00:00
152697,Sean O'Hanlon,185.42,174,71,62,40,46,64,64,59,right,40,56,83,75,2014-09-18 00:00:00
152699,Calvin Zola Makongo,190.5,201,68,24,56,35,70,67,60,right,57,56,91,72,2015-02-13 00:00:00
152718,Ricardo Vaz Te,187.96,176,63,45,68,58,76,71,70,right,73,58,74,55,2016-02-04 00:00:00
152723,Liam Rosenior,177.8,170,71,72,56,53,67,60,71,right,67,71,60,83,2016-04-07 00:00:00
152724,Danny Pugh,182.88,168,72,61,60,63,65,61,59,left,59,63,63,60,2016-03-17 00:00:00
152729,Gerard Pique,193.04,187,68,88,62,80,74,82,85,right,76,44,83,69,2015-10-16 00:00:00
152739,Omar Daley,175.26,161,38,45,53,49,52,49,63,right,64,81,51,59,2013-03-28 00:00:00
152740,Bradley Orr,182.88,165,71,63,57,54,62,55,65,right,63,65,74,79,2015-02-27 00:00:00
152741,Mike Williamson,193.04,203,72,69,42,61,67,81,73,right,59,32,77,70,2016-02-04 00:00:00
152745,Martin Woods,185.42,172,61,62,68,65,82,54,65,left,66,80,67,72,2016-03-10 00:00:00
152747,Aaron Lennon,165.1,139,57,37,73,54,71,28,77,right,81,92,56,75,2015-10-16 00:00:00
152769,Adriano,182.88,176,74,64,72,57,58,62,67,right,66,67,70,65,2010-08-30 00:00:00
152782,Paulinho,172.72,148,61,64,,59,,63,67,right,69,,66,66,2008-08-30 00:00:00
152791,Juca,177.8,161,71,64,67,84,71,48,71,right,73,68,75,76,2012-02-22 00:00:00
152795,Claudemir,175.26,165,68,73,61,70,68,62,69,right,66,80,69,81,2014-08-22 00:00:00
152820,Grafite,187.96,194,86,25,73,46,82,84,80,right,73,85,85,68,2011-02-22 00:00:00
152825,Renan Silva,180.34,163,78,59,64,60,65,65,67,right,64,56,75,80,2013-05-17 00:00:00
152828,Ibson,177.8,163,61,64,73,74,81,58,70,right,72,70,67,68,2014-12-19 00:00:00
152830,Carlos Henrique,187.96,192,87,73,51,64,51,80,73,right,56,50,81,32,2015-11-06 00:00:00
152840,Jussie,180.34,179,62,47,72,71,62,68,74,right,78,63,74,58,2015-09-21 00:00:00
152847,Edinho,182.88,185,87,75,57,72,38,75,71,right,59,57,85,65,2016-03-03 00:00:00
152870,Felipe Saad,187.96,183,69,48,50,39,70,69,65,left,55,57,73,68,2015-03-06 00:00:00
152879,Mark Noble,180.34,168,81,76,79,78,59,62,77,right,77,73,70,91,2016-04-07 00:00:00
152908,Ashley Young,175.26,143,47,60,79,68,57,51,79,right,82,77,56,69,2016-01-07 00:00:00
152909,Hameur Bouazza,177.8,168,51,20,64,69,71,49,70,left,73,63,67,65,2016-05-12 00:00:00
152912,Jose Gustavo Sand,182.88,174,71,26,55,44,74,74,68,right,68,52,75,54,2016-04-14 00:00:00
152915,"Franco Miranda,22",180.34,165,65,55,,63,,59,65,left,67,,69,72,2009-02-22 00:00:00
152920,Adrian Cristea,177.8,161,51,38,64,59,54,72,65,right,68,64,48,59,2013-07-12 00:00:00
152922,Edgar Barreto,182.88,172,75,75,73,75,52,61,73,right,75,62,76,72,2016-05-12 00:00:00
152950,Grzegorz Wojtkowiak,182.88,165,62,69,43,54,70,71,67,right,66,63,69,78,2016-03-03 00:00:00
152953,Filip Burkhardt,175.26,152,45,63,62,48,46,52,58,right,60,50,43,67,2015-07-03 00:00:00
152959,Vejlko Nikitovic,185.42,176,70,52,51,58,52,31,61,right,58,54,78,70,2016-03-10 00:00:00
